id,section,domain,paragraph,prompt,choice_A,choice_B,choice_C,choice_D,correct_answer_letter,correct_answer_text,explanation,choice_E,choices
random_id_c1,english,Standard English Conventions,"The author is working on a new book about the history of the American West.  As part of the research, the author has been interviewing various experts, including historians and anthropologists.  The author has also been reading a variety of books and articles on the subject, and the author has been visiting historical sites in the West. The author is eager to make the book as accurate and informative as possible.  Which sentence in this paragraph best represents the author’s commitment to accuracy and informativeness?",Which sentence in this paragraph best represents the author’s commitment to accuracy and informativeness?,The author is working on a new book about the history of the American West.,"The author has also been reading a variety of books and articles on the subject, and the author has been visiting historical sites in the West.",The author is eager to make the book as accurate and informative as possible.,"As part of the research, the author has been interviewing various experts, including historians and anthropologists.",C,The author is eager to make the book as accurate and informative as possible.,"The sentence ""The author is eager to make the book as accurate and informative as possible."" best represents the author’s commitment to accuracy and informativeness.  The sentence states that the author is making accuracy and informativeness a priority in the writing of the book.  The other sentences are more about the author’s research process. ",,"{'A': 'The author is working on a new book about the history of the American West.', 'B': 'The author has also been reading a variety of books and articles on the subject, and the author has been visiting historical sites in the West.', 'C': 'The author is eager to make the book as accurate and informative as possible.', 'D': 'As part of the research, the author has been interviewing various experts, including historians and anthropologists.'}"
random_id_a1,english,Standard English Conventions,"The following text is from a novel about a young woman who is trying to find her place in the world.  ""I want to be more than just a pretty face, but I don’t know how to do that.  I feel like I’m stuck in a rut.  I’m not sure what I’m good at, or what I’m meant to be.  But I’m not going to give up.  I’m going to keep searching until I find my way.""",Which of the following changes to the text would improve its clarity and conciseness?,"Change ""I want to be more than just a pretty face"" to ""I want to be more than a pretty face.""","Change ""I’m not going to give up"" to ""I won’t give up.""","Remove the sentence ""I’m not sure what I’m good at, or what I’m meant to be.""","Change ""I’m going to keep searching until I find my way"" to ""I’ll keep searching until I find my way.""",B,"Change ""I’m not going to give up"" to ""I won’t give up.""","Choice B improves the clarity and conciseness of the text by replacing the informal contraction ""I’m"" with the more formal and concise ""I won’t."" The other choices do not improve the clarity or conciseness of the text.",,"{'A': 'Change ""I want to be more than just a pretty face"" to ""I want to be more than a pretty face.""', 'B': 'Change ""I’m not going to give up"" to ""I won’t give up.""', 'C': 'Remove the sentence ""I’m not sure what I’m good at, or what I’m meant to be.""', 'D': 'Change ""I’m going to keep searching until I find my way"" to ""I’ll keep searching until I find my way.""'}"
765eb62e,english,Craft and Structure,"The first sentence of this passage introduces the main topic, which is the dangers of driving while drowsy. The second sentence provides a specific example of the dangers of driving while drowsy, which is the driver’s inability to stay awake. The final sentence states that drowsy driving can be dangerous, but the passage doesn’t provide any specific details about the dangers. What is the main idea of this passage?",Which choice best describes the function of the underlined sentence in the text as a whole?,It establishes that a character is experiencing an internal conflict.,It introduces a problem that is examined in the text.,It makes a claim that is challenged in the text.,It presents a hypothesis that is evaluated in the text.,B,It introduces a problem that is examined in the text.,"The underlined sentence introduces the problem of drowsy driving, which is examined in the rest of the passage. The passage goes on to describe the dangers of driving while drowsy, including the driver’s inability to stay awake and the fact that drowsy driving can be dangerous. Therefore, the function of the underlined sentence is to introduce a problem that is examined in the text.",,"{'A': 'It establishes that a character is experiencing an internal conflict.', 'B': 'It introduces a problem that is examined in the text.', 'C': 'It makes a claim that is challenged in the text.', 'D': 'It presents a hypothesis that is evaluated in the text.'}"
f54c918d,english,Craft and Structure,"The most obvious sign that the speaker is speaking directly to the reader is the use of the word ""you."" There are other elements of the passage that may help to make the speaker seem more immediate and personal. The speaker refers to events and places that are familiar to the reader, and the speaker uses a conversational tone throughout the passage. What is the most likely reason why the writer uses the word ""you""?","In this passage, the word ""you"" is used to",create a sense of intimacy and connection with the reader.,describe the speaker’s feelings and experiences.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,A,create a sense of intimacy and connection with the reader.,"The speaker is addressing the reader directly by using the word ""you."" This creates a sense of intimacy and connection with the reader, which can help the reader feel more engaged with the message.",,"{'A': 'create a sense of intimacy and connection with the reader.', 'B': 'describe the speaker’s feelings and experiences.', 'C': 'emphasize the importance of the speaker’s message.', 'D': 'suggest that the speaker is addressing a large audience.'}"
random_id_c1,english,Standard English Conventions,"The scientist's research, which is focused on the impact of climate change on coral reefs, ______ a variety of complex factors.",Which choice completes the text so that it conforms to the conventions of Standard English?,involves,involving,involved,to involve,A,involves,"The correct answer is ""involves."" The sentence requires a finite verb to modify the noun phrase ""the scientist’s research."" The participle ""involving"" would be incorrect because it's a nonfinite verb. The past participle ""involved"" would be incorrect because it suggests the action has already been completed. ""To involve"" would be incorrect because it's a nonfinite to-infinitive.  Of these choices, only the present tense verb ""involves"" makes sense in the context.",,"{'A': 'involves', 'B': 'involving', 'C': 'involved', 'D': 'to involve'}"
e677fa6c,english,Information and Ideas,"During a pedestrian trip last summer, through one or two of the river counties of New York, I found myself, as the day declined, somewhat embarrassed about the road I was pursuing. The land undulated very remarkably; and my path, for the last hour, had wound about and about so confusedly, in its effort to keep in the valleys, that I no longer knew in what direction lay the sweet village of B——, where I had determined to stop for the night.",Which choice best states the main idea of the text?,The narrator remembers a trip he took and admits to getting lost.,The narrator recalls fond memories of a journey that he took through some beautiful river counties.,The narrator describes what he saw during a long trip through a frequently visited location.,The narrator explains the difficulties he encountered on a trip and how he overcame them.,A,The narrator remembers a trip he took and admits to getting lost.,"Choice A is the best answer. The narrator is “embarrassed” about the route he took, which ends up leaving him lost and confused about how to get to his destination for the evening. Choice B is incorrect. This choice doesn’t match the passage. The narrator is embarrassed, rather than fond, and he doesn’t describe the beauty of the place. Choice C is incorrect. This choice doesn’t match the passage. We don’t know from this excerpt whether or not the narrator has visited this part of New York multiple times. Choice D is incorrect. This choice doesn’t match the passage. The narrator doesn’t explain how he overcame being lost in this excerpt.",,"{'A': 'The narrator remembers a trip he took and admits to getting lost.', 'B': 'The narrator recalls fond memories of a journey that he took through some beautiful river counties.', 'C': 'The narrator describes what he saw during a long trip through a frequently visited location.', 'D': 'The narrator explains the difficulties he encountered on a trip and how he overcame them.'}"
random_id_a7,english,Expression of Ideas,"The author of the passage is arguing that humans should strive to be more empathetic in their interactions with other species. The passage suggests that humans should try to understand the perspective of other species, and the author uses examples of animals’ behavior to illustrate this point. What is the main idea of the passage?",The author’s primary purpose in this passage is to,present scientific evidence that animals can experience emotions.,argue for the importance of human empathy for other species.,describe the challenges of understanding animal communication.,explain how human behavior can be detrimental to animals.,B,argue for the importance of human empathy for other species.,"The main idea of the passage is that humans should strive to be more empathetic in their interactions with other species. The passage suggests that humans should try to understand the perspective of other species, and the author uses examples of animals’ behavior to illustrate this point. The author is not arguing that animals can experience emotions, describing the challenges of understanding animal communication, or explaining how human behavior can be detrimental to animals.",,"{'A': 'present scientific evidence that animals can experience emotions.', 'B': 'argue for the importance of human empathy for other species.', 'C': 'describe the challenges of understanding animal communication.', 'D': 'explain how human behavior can be detrimental to animals.'}"
random_id_e1,english,Standard English Conventions,"The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics.  In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity.  However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.",Which choice best corrects the punctuation error in the passage?,"The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.","The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.","The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.","The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity.  However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.",C,"The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.","The sentence contains a comma splice, where two independent clauses are incorrectly joined together by a comma. To correct this error, the comma should be replaced with a semicolon, which separates two independent clauses without a coordinating conjunction.",,"{'A': 'The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.', 'B': 'The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.', 'C': 'The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity. However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.', 'D': 'The author of this book is a leading expert in the field of artificial intelligence, and his work has been widely praised by critics. In his book, he examines the ethical implications of AI, arguing that it is not just a technological tool, but a force that will shape the future of humanity.  However, he also warns that AI has the potential to be used for malicious purposes, and that we must be careful to ensure that it is developed and used responsibly.'}"
random_id_c7,english,Information and Ideas,"The text focuses on the importance of making connections between seemingly unrelated subjects. This point is emphasized by the use of the phrase ""not only…but also"" in the first sentence, which suggests a connection between science and art. The text goes on to give examples of how the two subjects can be intertwined and to highlight the benefits of exploring these connections.","In this passage, the phrase ""not only…but also"" is used to",create a sense of humor and lightheartedness.,describe the speaker’s feelings and experiences.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,C,emphasize the importance of the speaker’s message.,"The phrase ""not only…but also"" is a common rhetorical device that emphasizes the connection between two ideas. In this passage, it is used to emphasize the importance of making connections between seemingly unrelated subjects.",,"{'A': 'create a sense of humor and lightheartedness.', 'B': 'describe the speaker’s feelings and experiences.', 'C': 'emphasize the importance of the speaker’s message.', 'D': 'suggest that the speaker is addressing a large audience.'}"
random_id_c3,english,Standard English Conventions,"The process of photosynthesis is a complex one. Plants use sunlight to convert carbon dioxide and water into glucose, a type of sugar that fuels their growth.  However, the process of photosynthesis isn’t limited to just producing glucose.  Plants also produce other important compounds, including oxygen.  The mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.  The enzyme that drives Photosystem II is called Photosystem II, which absorbs energy-giving electrons from water molecules. ",Which choice provides the best way to combine the sentences in the underlined portion of the passage into a single grammatically correct sentence?,"The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen, and the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.","The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen; the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.","The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen, the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.","The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen; the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II, which",A,"The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen, and the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.","The best way to combine the sentences into a single grammatically correct sentence is to use the coordinating conjunction “and” to connect the independent clauses, since this choice includes the necessary punctuation.  The other choices are incorrect because they either use incorrect punctuation, create a comma splice, or result in a run-on sentence.",,"{'A': 'The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen, and the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.', 'B': 'The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen; the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.', 'C': 'The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen, the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II.', 'D': 'The process of photosynthesis isn’t limited to just producing glucose, but plants also produce other important compounds, including oxygen; the mechanism by which plants use sunlight to make glucose and oxygen is known as Photosystem II, which'}"
89e5d9a6,english,Standard English Conventions,"The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect.",Which choice best corrects the punctuation error in the passage?,"The young girl, who was only eight years old, was very shy but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect.","The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect.","The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate and she always treated others with respect.","The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful, she was kind and compassionate, and she always treated others with respect.",C,"The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate and she always treated others with respect.","The sentence ""The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect."" has a comma splice error, meaning it has two independent clauses joined together with only a comma. The correct way to fix this error is to replace the comma before ""and"" with a conjunction like ""and"" or a semicolon.",,"{'A': 'The young girl, who was only eight years old, was very shy but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect.', 'B': 'The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess whose hair was as black as night, was very beautiful. She was kind and compassionate, and she always treated others with respect.', 'C': 'The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful. She was kind and compassionate and she always treated others with respect.', 'D': 'The young girl, who was only eight years old, was very shy, but she loved to read. She was especially fond of fairy tales, and she would spend hours lost in the magical worlds of princesses and dragons. Her favorite story was about a princess who was trapped in a tower by a wicked witch, but who was eventually rescued by a brave knight. The princess, whose hair was as black as night, was very beautiful, she was kind and compassionate, and she always treated others with respect.'}"
7a9e8d71,english,Craft and Structure,"In the excerpt, the word 'resolute' is used to emphasize the way in which the character, the protagonist of the novel, is trying to overcome his fears, however, the character’s inner turmoil is still very much present and the word 'resolute' is used to show how the character is attempting to suppress that turmoil. What is the most likely reason why the writer uses the word 'resolute'?","In this passage, the word ""resolute"" is used to",foreshadow the character’s ultimate demise.,highlight the character’s determination in the face of fear.,reveal the character’s underlying vulnerability.,underscore the character’s growing detachment from reality.,B,highlight the character’s determination in the face of fear.,"The word ""resolute"" describes a determined and unwavering attitude.  The text suggests that the character is trying to overcome his fears, which is why the writer uses the word ""resolute"" to highlight the character’s determination in the face of fear.",,"{'A': 'foreshadow the character’s ultimate demise.', 'B': 'highlight the character’s determination in the face of fear.', 'C': 'reveal the character’s underlying vulnerability.', 'D': 'underscore the character’s growing detachment from reality.'}"
random_id_2,english,Standard English Conventions,"The history of the development of computers is often told as a series of innovations, each building on the last.  However, that story is incomplete without considering the many women who made significant contributions to the field.  For example, Grace Hopper is credited with developing the first compiler, a program that translates human-readable code into machine-readable code.  Hopper’s invention made it possible for programmers to use high-level languages, which are easier to understand and use than low-level languages.  What is the most likely reason why the author includes the example of Grace Hopper?",The author likely included the example of Grace Hopper to,provide a counterargument to the idea that the history of computer development is a straightforward progression.,highlight the importance of Hopper’s invention in the development of computer programming.,illustrate that the development of computers was a collaborative effort.,emphasize the difficulty of learning to program in low-level languages.,C,illustrate that the development of computers was a collaborative effort.,"The author includes the example of Grace Hopper to show that the development of computers was a collaborative effort, not a linear progression. The passage suggests that the development of computers was driven by a series of innovations, but the author points out that the story of those innovations is incomplete without considering the contributions of women like Grace Hopper. Thus, the author is showing that the development of computers was a collaborative effort, not a straightforward progression. Thus, the author includes Hopper’s work to illustrate that the development of computers was a collaborative effort.",,"{'A': 'provide a counterargument to the idea that the history of computer development is a straightforward progression.', 'B': 'highlight the importance of Hopper’s invention in the development of computer programming.', 'C': 'illustrate that the development of computers was a collaborative effort.', 'D': 'emphasize the difficulty of learning to program in low-level languages.'}"
d764f3a8,english,Information and Ideas,"Although the invention of the steam engine revolutionized industry and transportation, it also brought with it significant consequences for workers, especially those in the coal industry. The introduction of steam-powered machinery meant that many jobs formerly done by hand could now be done by machines, leading to widespread unemployment and a decrease in wages. Workers had to adapt to new skills and new ways of working, or else face being left behind in the increasingly industrialized world.  In the long run, however, the invention of the steam engine ushered in an era of increased economic productivity and technological advancement, ultimately leading to a higher standard of living for many.",Which choice best summarizes the author’s view of the steam engine’s impact on workers?,"The steam engine had a mostly negative impact on workers, leading to widespread unemployment and a decrease in wages.","The steam engine had a mostly positive impact on workers, leading to increased economic productivity and technological advancement.","The steam engine had both positive and negative impacts on workers, resulting in widespread unemployment and a decrease in wages but also increased economic productivity and technological advancement.","The steam engine had little impact on workers, as the introduction of steam-powered machinery did not significantly affect employment levels or wages.",C,"The steam engine had both positive and negative impacts on workers, resulting in widespread unemployment and a decrease in wages but also increased economic productivity and technological advancement.","The author acknowledges that the steam engine brought with it negative consequences for workers, particularly in the coal industry, but ultimately believes that its positive impacts outweighed its negative impacts.",,"{'A': 'The steam engine had a mostly negative impact on workers, leading to widespread unemployment and a decrease in wages.', 'B': 'The steam engine had a mostly positive impact on workers, leading to increased economic productivity and technological advancement.', 'C': 'The steam engine had both positive and negative impacts on workers, resulting in widespread unemployment and a decrease in wages but also increased economic productivity and technological advancement.', 'D': 'The steam engine had little impact on workers, as the introduction of steam-powered machinery did not significantly affect employment levels or wages.'}"
e9140d6d,english,Standard English Conventions,"The group of musicians, known for their impressive harmonies and unique sound, ____ from all across the country. ",Which choice completes the text so that it conforms to the conventions of Standard English?,hail,hails,are hailing,have hailed,A,hail,"The subject of the sentence is ""The group of musicians."" Since this is a singular subject, the verb must be singular. Thus, ""hail"" is the correct choice.",,"{'A': 'hail', 'B': 'hails', 'C': 'are hailing', 'D': 'have hailed'}"
12d8c11d,english,Standard English Conventions,"The essay's thesis statement is the most important part. It's the central idea of the essay, and it's what the entire essay is about. The thesis statement should be clearly stated, and it should be placed in the introduction. The thesis statement should be specific, and it should be arguable. A strong thesis statement can help to make the essay clear, focused, and persuasive. What is the function of a thesis statement?  ",The function of a thesis statement is to ,create a persuasive argument for the reader to agree with.,provide a detailed explanation of the essay’s main points.,sum up the essay’s main points and indicate the overall theme.,introduce the essay’s topic and state the central idea.,D,introduce the essay’s topic and state the central idea.,"The thesis statement is a summary of the essay's main point, which is the overall idea of the essay. It is typically found at the end of the introduction.",,"{'A': 'create a persuasive argument for the reader to agree with.', 'B': 'provide a detailed explanation of the essay’s main points.', 'C': 'sum up the essay’s main points and indicate the overall theme.', 'D': 'introduce the essay’s topic and state the central idea.'}"
80d7f886,english,Standard English Conventions,"The author of the essay uses a literary device called “anaphora,” which is the repetition of a word or phrase at the beginning of successive clauses, to create a sense of rhythm and emphasis. The repeated word or phrase is ""The"" in the following sentences: \""The sun is shining. The birds are singing. The flowers are blooming. The world is beautiful."" Which choice correctly describes how the author uses anaphora?",The author uses anaphora in this excerpt to,contrast the speaker’s feelings and experiences.,create a sense of rhythm and emphasis.,emphasize the importance of the speaker’s message.,suggest that the speaker is addressing a large audience.,B,create a sense of rhythm and emphasis.,"The repeated word or phrase ""The"" at the beginning of successive clauses creates a sense of rhythm and emphasis, drawing attention to the beauty of nature.",,"{'A': 'contrast the speaker’s feelings and experiences.', 'B': 'create a sense of rhythm and emphasis.', 'C': 'emphasize the importance of the speaker’s message.', 'D': 'suggest that the speaker is addressing a large audience.'}"
a9176b8c,english,Information and Ideas,"The author states that people are driven by a need to reduce the level of mental chaos caused by a situation or experience that is unfamiliar or unpredictable. The author then gives a specific example of this, which is when an individual is in an unfamiliar environment, surrounded by people who have different customs and traditions. The author suggests that the need to bring order to the experience is the main reason why the individual might act to make the new experience more familiar and predictable. Which of the following best summarizes the author's main idea?",The author suggests that people,often try to make unfamiliar situations more familiar and predictable to reduce mental chaos.,are not comfortable with change and prefer to stick to the familiar.,"respond to unfamiliar situations in different ways, depending on their personality.",are always looking for ways to reduce the level of mental chaos in their lives.,A,often try to make unfamiliar situations more familiar and predictable to reduce mental chaos.,"The author is describing the human need for order and predictability, which motivates people to try to make unfamiliar situations more familiar and predictable in order to reduce mental chaos. This is the most direct summary of the author's main idea, as it captures the essence of the argument.",,"{'A': 'often try to make unfamiliar situations more familiar and predictable to reduce mental chaos.', 'B': 'are not comfortable with change and prefer to stick to the familiar.', 'C': 'respond to unfamiliar situations in different ways, depending on their personality.', 'D': 'are always looking for ways to reduce the level of mental chaos in their lives.'}"
random_id_c7,english,Information and Ideas,"The passage describes a study that was conducted to test the effects of a new type of fertilizer on crop growth.  The researchers found that the new fertilizer increased the yield of crops in a test plot.  However, the researchers also found that the yield of crops in the control plot, which was not treated with the fertilizer, also increased. What is the most likely reason why the researchers included a control plot in their study?","In the study described in this passage, the control plot was most likely included to",make sure that the new fertilizer was the only factor that contributed to the increase in crop yield.,provide a baseline against which the results of the test plot could be compared.,determine the average yield of crops in the area where the study was conducted.,test the effectiveness of the fertilizer on a variety of different types of crops.,B,provide a baseline against which the results of the test plot could be compared.,"The control plot serves as a baseline to compare the results of the test plot.  By comparing the results of the test plot to the control plot, the researchers can more accurately determine whether the new fertilizer is actually responsible for the increase in crop yield.",,"{'A': 'make sure that the new fertilizer was the only factor that contributed to the increase in crop yield.', 'B': 'provide a baseline against which the results of the test plot could be compared.', 'C': 'determine the average yield of crops in the area where the study was conducted.', 'D': 'test the effectiveness of the fertilizer on a variety of different types of crops.'}"
random_id_a1,english,Standard English Conventions,"The study examined the effects of a new type of fertilizer on crop yield.  The researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality. They noted that the new fertilizer caused a decline in the levels of essential nutrients in the soil.  The researchers concluded that the benefits of the new fertilizer outweighed its drawbacks, but they also recommended that farmers use it in moderation.",Which choice provides the best way to combine the sentences in the passage to create a complex sentence?,"The study examined the effects of a new type of fertilizer on crop yield, and the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality.","The study examined the effects of a new type of fertilizer on crop yield; the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality.","The study examined the effects of a new type of fertilizer on crop yield, the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality,  they noted that the new fertilizer caused a decline in the levels of essential nutrients in the soil.","The study examined the effects of a new type of fertilizer on crop yield; the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality; they noted that the new fertilizer caused a decline in the levels of essential nutrients in the soil.",B,"The study examined the effects of a new type of fertilizer on crop yield; the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality.","The semicolon correctly combines the two independent clauses in the passage. Semicolons can be used to combine closely related independent clauses.  A comma splice would be incorrect. The correct way to combine these two independent clauses would be to use a coordinating conjunction (and, but, or, nor, for, so, yet).",,"{'A': 'The study examined the effects of a new type of fertilizer on crop yield, and the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality.', 'B': 'The study examined the effects of a new type of fertilizer on crop yield; the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality.', 'C': 'The study examined the effects of a new type of fertilizer on crop yield, the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality,  they noted that the new fertilizer caused a decline in the levels of essential nutrients in the soil.', 'D': 'The study examined the effects of a new type of fertilizer on crop yield; the researchers found that the new fertilizer was more effective than the traditional fertilizer, but it also had a negative impact on the soil quality; they noted that the new fertilizer caused a decline in the levels of essential nutrients in the soil.'}"
c7c0532e,english,Standard English Conventions,"The scientists who discovered the new species of bacteria, which were found in a remote cave system, were from several countries—the United States, Japan, and Brazil.  They spent years collecting samples in the harsh environment, facing extreme temperatures and navigating dangerous terrain.  Their research has led to the creation of a new antibiotic, which has shown promise in treating resistant strains of bacteria.",Which of the following revisions to the underlined portion of the sentence is most consistent with the conventions of Standard English?,"which were found in a remote cave system,","that were found in a remote cave system, ",which were found in a remote cave system;,which were found in a remote cave system—,A,"which were found in a remote cave system,","The underlined portion of the sentence is a nonrestrictive clause, which means it provides additional information about the bacteria but is not essential to the meaning of the sentence.  Nonrestrictive clauses are typically set off with commas, which choice A correctly uses.",,"{'A': 'which were found in a remote cave system,', 'B': 'that were found in a remote cave system, ', 'C': 'which were found in a remote cave system;', 'D': 'which were found in a remote cave system—'}"
random_id_english,english,Information and Ideas,"The author of the passage describes the experience of a young girl, Eleanor, who was raised by her grandmother in a house with a small garden. The author emphasizes the importance of the garden to Eleanor, stating that it provided her with a sense of place and belonging. Eleanor’s grandmother taught her about the plants in the garden, and she often spent time reading in the garden. When the family moved, Eleanor missed the garden greatly, and she was determined to grow her own garden in her new home.  What is the author's primary purpose in the passage?",What is the author's primary purpose in this passage?,To explain the importance of gardens to children.,To describe the relationship between a granddaughter and her grandmother.,To illustrate the impact of a change of residence on a young girl.,To explain the importance of plants to the natural world.,C,To illustrate the impact of a change of residence on a young girl.,"The passage focuses on the impact of the family's move on Eleanor's life.  The passage details how the garden made Eleanor feel a sense of belonging, and it shows that she was determined to recreate a similar feeling in her new home.  The author's primary purpose is to illustrate how the change in residence affected the young girl.",,"{'A': 'To explain the importance of gardens to children.', 'B': 'To describe the relationship between a granddaughter and her grandmother.', 'C': 'To illustrate the impact of a change of residence on a young girl.', 'D': 'To explain the importance of plants to the natural world.'}"
